title,company,location,work_type,level,compensation,link,id,scraped_date
"Staff Software Engineer, Artificial Intelligence",Fabric Health,,,,,https://www.builtinla.com/job/staff-software-engineer-artificial-intelligence/8880293,8880293,2026-03-27
AI Technology Support Engineer/Analyst,Amentum,,,,,https://www.builtinla.com/job/ai-technology-support-engineer-analyst/8879631,8879631,2026-03-27
AI Design Engineer,GE Vernova,,,,,https://www.builtinla.com/job/ai-design-engineer/8878721,8878721,2026-03-27
AI Marketing Engineer,Pindrop,,,,,https://www.builtinla.com/job/marketing-operations-manager/8324691,8324691,2026-03-27
Founding Backend Engineer – AI & Data,Clipbook,,,,,https://www.builtinla.com/job/founding-backend-engineer-ai-data/8877258,8877258,2026-03-27
Sr. AI Quality Engineer,UP.Labs,,,,,https://www.builtinla.com/job/sr-ai-quality-engineer/8876962,8876962,2026-03-27
Senior AI Software Engineer,Firestorm,,,,,https://www.builtinla.com/job/senior-ai-software-engineer/8874850,8874850,2026-03-27
Senior AI Platform Engineer,Firestorm,,,,,https://www.builtinla.com/job/senior-ai-platform-engineer/8874830,8874830,2026-03-27
Senior AI/ML Software Engineer,Fullsteam,,,,,https://www.builtinla.com/job/senior-ai-ml-software-engineer/8870710,8870710,2026-03-27
Staff Data Engineer - Data AI & Users and Contextualization Data,Airbnb,,,,,https://www.builtinla.com/job/staff-data-engineer-data-ai-users-and-contextualization-data/8870150,8870150,2026-03-27
"Senior Software Engineer, AI Products",Airbnb,,,,,https://www.builtinla.com/job/senior-software-engineer-biztech/8410032,8410032,2026-03-27
"Senior Software Engineer II (AI-Native), Messaging",Life360,,,,,https://www.builtinla.com/job/senior-software-engineer-ii-messaging-cloud/8616607,8616607,2026-03-27
Applied AI Engineer,Human Agency,,,,,https://www.builtinla.com/job/applied-ai-engineer/8630429,8630429,2026-03-27
AI Engineer – Marketing Operations,Cyera,,,,,https://www.builtinla.com/job/marketing-ops-ai-manager/7996075,7996075,2026-03-27
AI Optimization Engineer,"Datacor, Inc.",,,,,https://www.builtinla.com/job/ai-optimization-engineer/8868065,8868065,2026-03-27
"Engineering Manager, Developer Productivity AI",Stripe,,,,,https://www.builtinla.com/job/engineering-manager-developer-productivity-ai/8629565,8629565,2026-03-27
"Mid-Level Software Engineer (TypeScript, React, AI)",Alteryx,,,,,https://www.builtinla.com/job/mid-level-software-engineer-typescript-react/8666489,8666489,2026-03-27
"Principal Machine Learning Engineer, Agentic AI",Zillow,,,,,https://www.builtinla.com/job/principal-machine-learning-engineer-agentic-ai/8864606,8864606,2026-03-27
"Senior AI Python Software Engineer (Perm, Canada, Remote + Travel)",Nearform,,,,,https://www.builtinla.com/job/senior-ai-python-software-engineer-perm-canada-remote-travel/8864208,8864208,2026-03-27
"Machine Learning Engineer, Agentic AI",Zillow,,,,,https://www.builtinla.com/job/machine-learning-engineer-agentic-ai/8748218,8748218,2026-03-27
"Senior Software Engineer, Agentic AI",Cadence (cadence.care),,,,,https://www.builtinla.com/job/senior-software-engineer-agentic-ai/8857866,8857866,2026-03-27
Senior Software Engineer - Applied AI,Seek (seekinsights.com),,,,,https://www.builtinla.com/job/senior-software-engineer-applied-ai/8852985,8852985,2026-03-27
"Principal Software Engineer, Applied AI",Seek (seekinsights.com),,,,,https://www.builtinla.com/job/principal-software-engineer-applied-ai/8852949,8852949,2026-03-27
"Principal Machine Learning Engineer (Personalization, Matchmaking, & Player Experience AI) - Publishing Platform",Riot Games,,,,,https://www.builtinla.com/job/principal-data-scientist-personalization-matchmaking-player-experience-ai-publishing-platform/8520039,8520039,2026-03-27
Principal AI Forward Deployed Engineer,OneStream Software,,,,,https://www.builtinla.com/job/principal-ai-forward-deployed-engineer/8844219,8844219,2026-03-27
"Software Engineer, Full Stack - AI & Data",Rescale,,,,,https://www.builtinla.com/job/software-engineer-full-stack-ai-data/8843988,8843988,2026-03-27
Senior AI Platform Engineer - Supernal,Infinity Constellation,,,,,https://www.builtinla.com/job/senior-ai-platform-engineer-supernal/8843543,8843543,2026-03-27
Principal Software Engineer (AI) ( US),PointClickCare,,,,,https://www.builtinla.com/job/principal-software-engineer-ai-us/8842635,8842635,2026-03-27
Senior Software Engineer – AI Infrastructure,Kraken Digital Asset Exchange,,,,,https://www.builtinla.com/job/senior-software-engineer-ai-infrastructure/8842094,8842094,2026-03-27
GTM Engineer (Data & AI),LeanData,,,,,https://www.builtinla.com/job/gtm-engineer-data-ai/8842023,8842023,2026-03-27
AI Data Engineer,Netwrix Corporation,,,,,https://www.builtinla.com/job/ai-data-engineer/8840088,8840088,2026-03-27
Senior AI/ML Engineer,iBusiness Funding,,,,,https://www.builtinla.com/job/senior-ai-ml-engineer-llm/8838114,8838114,2026-03-27
Software CSP Co-Sell Specialist – Hyperscale AI and Developer Ecosystem,NVIDIA,,,,,https://www.builtinla.com/job/oem-sales-enablement-manager/7809456,7809456,2026-03-27
ML Ops Engineer - Data Lake & AI Infrastructure,Worldly,,,,,https://www.builtinla.com/job/ml-ops-engineer-data-lake-ai-infrastructure/8834912,8834912,2026-03-27
Principal Engineer - AI,Worldly,,,,,https://www.builtinla.com/job/principal-engineer-ai/8834901,8834901,2026-03-27
Software Engineer - AI Employee,Central,,,,,https://www.builtinla.com/job/software-engineer-ai-employee/8833121,8833121,2026-03-27
Software Engineer - AI Applications,Vanilla,,,,,https://www.builtinla.com/job/software-engineer-ai-applications/8832981,8832981,2026-03-27
Senior Software Engineer - AI Applications,Vanilla,,,,,https://www.builtinla.com/job/senior-software-engineer-ai-applications/8832979,8832979,2026-03-27
Staff Software Engineer - AI Applications - Remote,Vanilla,,,,,https://www.builtinla.com/job/staff-software-engineer-ai-applications-remote/8832980,8832980,2026-03-27
"Lead Engineer, Game AI",Absurd Ventures,,,,,https://www.builtinla.com/job/lead-engineer-game-ai/8721863,8721863,2026-03-27
Senior AI Software Engineer,IDEXX,,,,,https://www.builtinla.com/job/senior-ai-software-engineer/8106147,8106147,2026-03-27
Senior AI Software Engineer,Solo.io,,,,,https://www.builtinla.com/job/senior-ai-software-engineer/8830427,8830427,2026-03-27
"Simulation Engineer, AI & Data",Rescale,,,,,https://www.builtinla.com/job/simulation-engineer-ai-data/8826045,8826045,2026-03-27
"HPC Engineer, AI and Data",Rescale,,,,,https://www.builtinla.com/job/hpc-engineer-ai-and-data/8826040,8826040,2026-03-27
"Application Engineer, AI Physics",Rescale,,,,,https://www.builtinla.com/job/application-engineer-ai-physics/8826034,8826034,2026-03-27
Product Pre-Sales Engineer (CCaaS & AI),NICE,,,,,https://www.builtinla.com/job/product-pre-sales-engineer-ccaas-ai/8825423,8825423,2026-03-27
Principal Forward Deployed Engineer - Agentic AI,OutSystems,,,,,https://www.builtinla.com/job/forward-deployed-engineer/8365627,8365627,2026-03-27
New College Graduate - AI Solutions Engineer,Texas Instruments,,,,,https://www.builtinla.com/job/new-college-graduate-ai-solutions-engineer/8819562,8819562,2026-03-27
HPC - AI/ML Platform Engineer,Ford Motor Company,,,,,https://www.builtinla.com/job/hpc-ai-ml-platform-engineer/8816095,8816095,2026-03-27
Software Engineer - AI Systems,XBOW,,,,,https://www.builtinla.com/job/software-engineer-ai-systems/8812496,8812496,2026-03-27
AI Forward Deployed Engineer,NICE,,,,,https://www.builtinla.com/job/ai-forward-deployed-engineer/8795118,8795118,2026-03-27
Senior AI Solution Engineer,Formant,,,,,https://www.builtinla.com/job/senior-ai-solution-engineer/8794608,8794608,2026-03-27
Senior Software Engineer - AI Platforms,"Novara Software, LLC",,,,,https://www.builtinla.com/job/senior-software-engineer-ai-platforms/8793627,8793627,2026-03-27
Senior Databricks AI/ML Engineer,PEMCO,,,,,https://www.builtinla.com/job/senior-databricks-ai-ml-engineer/8793427,8793427,2026-03-27
AI Knowledge Data Engineer (Europe),iBusiness Funding,,,,,https://www.builtinla.com/job/ai-knowledge-data-engineer-europe/8789668,8789668,2026-03-27
Software Engineer – Full Stack AI (US-Remote),PerfectServe,,,,,https://www.builtinla.com/job/software-engineer-full-stack-ai-us-remote/8787059,8787059,2026-03-27
"Staff Software Engineer, Dev AI, Developer Infrastructure",Airbnb,,,,,https://www.builtinla.com/job/staff-software-engineer-dev-ai-developer-infrastructure/8786294,8786294,2026-03-27
"Senior Software Engineer, Dev AI, Developer Infrastructure",Airbnb,,,,,https://www.builtinla.com/job/senior-software-engineer-dev-ai-developer-infrastructure/8786244,8786244,2026-03-27
AI Product Engineer,Abnormal Security,,,,,https://www.builtinla.com/job/ai-product-engineer/8784203,8784203,2026-03-27
Hands-on Lead AI Workflow and Automation Engineer,Perficient,,,,,https://www.builtinla.com/job/hands-lead-ai-workflow-and-automation-engineer/8781221,8781221,2026-03-27
"Research Engineer, AI Services",Prolific,,,,,https://www.builtinla.com/job/research-engineer-ai-services/8769982,8769982,2026-03-27
"Software Engineer, AI",Stord,,,,,https://www.builtinla.com/job/senior-software-engineer-ai/8769194,8769194,2026-03-27
"Forward Deployed Engineer, AI Enablement",Stord,,,,,https://www.builtinla.com/job/senior-forward-deployed-engineer-ai-enablement/8769189,8769189,2026-03-27
AI Data Engineer,NICE,,,,,https://www.builtinla.com/job/ai-data-engineer/8766105,8766105,2026-03-27
AI Process Automation Engineer,Fuel Cycle,,,,,https://www.builtinla.com/job/ai-process-automation-engineer/8680012,8680012,2026-03-27
Sr. Machine Learning Engineer — ML/AI Team,A Place for Mom,,,,,https://www.builtinla.com/job/sr-machine-learning-engineer-ml-ai-team/8757244,8757244,2026-03-27
Senior Software Engineer (Typescript / Backend) - AI/ML,ClickHouse,,,,,https://www.builtinla.com/job/senior-software-engineer-typescript-backend-ai-ml/8503514,8503514,2026-03-27
"Principal Engineer - AI Products & Platform, Remote",Aledade,,,,,https://www.builtinla.com/job/principal-engineer-ai-products-platform-remote/8738401,8738401,2026-03-27
Founding Full Stack Engineer (AI-Native),Skiffra,,,,,https://www.builtinla.com/job/founding-full-stack-engineer-ai-native/8637052,8637052,2026-03-27
Founding Data Engineer (AI Infrastructure),Skiffra,,,,,https://www.builtinla.com/job/founding-data-engineer-ai-infrastructure/8637050,8637050,2026-03-27
AI Solutions Engineer,Supermove,,,,,https://www.builtinla.com/job/enterprise-technical-implementation-manager/8738203,8738203,2026-03-27
Sr. Data Engineer (AI Platform - Poland),Craft.co,,,,,https://www.builtinla.com/job/sr-data-engineer-poland/4433622,4433622,2026-03-27
Software Development Engineer in Test - AI,Delos Data,,,,,https://www.builtinla.com/job/software-development-engineer-test-ai/8724015,8724015,2026-03-27
Principal  Full Stack Software Engineer -GEN AI,Citizens,,,,,https://www.builtinla.com/job/principal-full-stack-software-engineer-gen-ai/8721875,8721875,2026-03-27
Execution Engineer (Full-Stack) – AI Execution Platforms,World Wide Technology,,,,,https://www.builtinla.com/job/execution-engineer-full-stack-ai-execution-platforms/8475403,8475403,2026-03-27
AI Revenue Operations Engineer,4M Analytics,,,,,https://www.builtinla.com/job/director-revenue-strategy-and-operations/8710746,8710746,2026-03-27
System Software Engineer - AI,Delos Data,,,,,https://www.builtinla.com/job/system-software-engineer-ai/8708837,8708837,2026-03-27
AI Workflow & Automation Engineer (Temporary),Global Strategy Group,,,,,https://www.builtinla.com/job/ai-workflow-automation-engineer-temporary/8696827,8696827,2026-03-27
"Staff Machine Learning Engineer, AI Researcher",Cribl,,,,,https://www.builtinla.com/job/staff-machine-learning-engineer-ai-researcher/8684090,8684090,2026-03-27
"Full-Stack Engineer 5 –  AI Insights & Visualizations, AI Platform",Netflix,,,,,https://www.builtinla.com/job/full-stack-engineer-l5-ml-insights-visualizations-machine-learning-platform/7808988,7808988,2026-03-27
Senior Front-End Engineer (AI Forms Platform),Filevine,,,,,https://www.builtinla.com/job/senior-front-end-engineer-ai-forms-platform/8681691,8681691,2026-03-27
Principal Software Engineer - AI,OnBoard,,,,,https://www.builtinla.com/job/principal-software-engineer-ai/8680115,8680115,2026-03-27
Principal ML/AI Threat Engineer,DNSFilter,,,,,https://www.builtinla.com/job/principal-ml-ai-threat-engineer/8678788,8678788,2026-03-27
Senior AI Controls Solutions Engineer,Phaidra,,,,,https://www.builtinla.com/job/senior-ai-controls-solutions-engineer/8669588,8669588,2026-03-27
Principal Software Engineer - Agentic AI,Pulumi,,,,,https://www.builtinla.com/job/principal-engineer-pulumi-neo/8184867,8184867,2026-03-27
AI Solution Engineer,Hewlett Packard Enterprise,,,,,https://www.builtinla.com/job/ai-solution-engineer/8484915,8484915,2026-03-27
Senior AI Quality Engineer (Hypergiant),Accelint,,,,,https://www.builtinla.com/job/senior-ai-quality-engineer-hypergiant/8644024,8644024,2026-03-27
Sr. Software Engineer-AI Reliability,MixMode,,,,,https://www.builtinla.com/job/sr-software-engineer-ai-reliability/8641856,8641856,2026-03-27
"AI & Automation Engineer, Endpoint Systems",BeyondTrust,,,,,https://www.builtinla.com/job/ai-automation-engineer-endpoint-systems/8640303,8640303,2026-03-27
Staff Software Engineer (Developer Platform & AI Tooling),ZenBusiness,,,,,https://www.builtinla.com/job/staff-software-engineer-developer-platform-ai-tooling/8631414,8631414,2026-03-27
Senior AI/ML Engineer*,Egen,,,,,https://www.builtinla.com/job/senior-ai-ml-engineer/8629165,8629165,2026-03-27
"SDK Software Engineer, AI",LaunchDarkly,,,,,https://www.builtinla.com/job/sdk-software-engineer-ai/8628871,8628871,2026-03-27
AI Forward Deployed Engineer,OneStream Software,,,,,https://www.builtinla.com/job/ai-forward-deployed-engineer/8624651,8624651,2026-03-27
Senior AI Engineer (Libra - Legal AI Assistant) (m/f/d),Wolters Kluwer,,,,,https://builtin.com/job/senior-ai-engineer-libra-legal-ai-assistant-m-f-d/8660713,8660713,2026-03-27
Principal Voice AI Engineer,Zendesk,,,,,https://builtin.com/job/principal-voice-ai-engineer/8850015,8850015,2026-03-27
"Senior AI Engineer, Python - (Logistics, Data & ML)",Delivery Hero,,,,,https://builtin.com/job/senior-ai-engineer-python-logistics-data-ml/8766754,8766754,2026-03-27
Applied AI Engineer,Nexxa.ai,,,,,https://builtin.com/job/forward-deployed-engineer/8604424,8604424,2026-03-27
"Founding AI Engineer (LLM Systems, Agents, Automation)",Trivium Group,,,,,https://builtin.com/job/llm-engineer/8702097,8702097,2026-03-27
AI Engineer,KLDiscovery,,,,,https://builtin.com/job/ai-engineer/8822369,8822369,2026-03-27
Senior AI Engineer,SmartRecruiters,,,,,https://builtin.com/job/senior-ai-engineer/8820152,8820152,2026-03-27
AI Engineer (Core Engine),JetBrains,,,,,https://builtin.com/job/ai-engineer-core-engine/8689974,8689974,2026-03-27
AI Automation Engineer (m/f/d),praxipal,,,,,https://builtin.com/job/ai-automation-engineer-m-f-d/8879249,8879249,2026-03-27
Principal Forward Deployed Engineer – AI-Native Software Development,JetBrains,,,,,https://builtin.com/job/principal-forward-deployed-engineer-ai-native-software-development/8877186,8877186,2026-03-27
Senior UX/UI Engineer (Agentic AI),Hawk,,,,,https://builtin.com/job/senior-ux-ui-engineer-agentic-ai/8855331,8855331,2026-03-27
Senior Software Engineer (AI),Funded.club,,,,,https://builtin.com/job/senior-software-engineer-ai/8848278,8848278,2026-03-27
AI Full Stack Engineer,Almedia,,,,,https://builtin.com/job/ai-full-stack-engineer/8833057,8833057,2026-03-27
Full Stack Developer - AI Team,think-cell Inc.,,,,,https://builtin.com/job/full-stack-developer-ai-team/8764479,8764479,2026-03-27
"AI/ML Engineer, Python",Deel,,,,,https://builtin.com/job/ai-ml-engineer-python/8804518,8804518,2026-03-27
Senior Fullstack Engineer - Support and AI (F/M/D),FREENOW,,,,,https://builtin.com/job/senior-fullstack-engineer-support-and-ai-f-m-d/8742088,8742088,2026-03-27
Senior Full-stack QA Engineer (AI Platform),JetBrains,,,,,https://builtin.com/job/senior-full-stack-qa-engineer-ai-platform/8733500,8733500,2026-03-27
"Senior Software Engineer - iOS, AI Enabler (m/f/d)",AutoScout24,,,,,https://builtin.com/job/senior-software-engineer-ios-m-f-d/8716022,8716022,2026-03-27
"Senior Software Engineer - Android, AI Enabler (m/f/d)",AutoScout24,,,,,https://builtin.com/job/senior-software-engineer-android-m-f-d/8716028,8716028,2026-03-27
Senior Software Engineer / AI Enabler (m/f/d),AutoScout24,,,,,https://builtin.com/job/software-engineer-ai-enabler-m-f-d/8241310,8241310,2026-03-27
Senior Networking Solution Test Engineer – AI Cluster Debugging,NVIDIA,,,,,https://builtin.com/job/senior-networking-solution-test-engineer-ai-cluster-debugging/8641933,8641933,2026-03-27
DevTooling Engineer (AI),Parity Technologies,,,,,https://builtin.com/job/devtooling-engineer/8441544,8441544,2026-03-27
Senior AI Infrastructure Engineer (Europe based - Remote),SWORD Health,,,,,https://builtin.com/job/senior-ai-infrastructure-engineer-europe-based-remote/8757030,8757030,2026-03-27
AI Researcher / Engineer,Constructor Knowledge Labs,,,,,https://builtin.com/job/ai-researcher-engineer/8736891,8736891,2026-03-27
AI Consultant (Principal AI Engineer),Mastercard,,,,,https://builtin.com/job/ai-consultant-principal-ai-engineer/8614892,8614892,2026-03-27
Senior Applied AI Engineer (Pre-Sales) - Public Sector Transformation,Celonis,,,,,https://builtin.com/job/senior-value-engineer-public-sector-health-defense/7553722,7553722,2026-03-27
"Senior AI Engineer, London",hyperexponential,,,,,https://builtin.com/job/senior-ai-engineer-london/8865964,8865964,2026-03-27
Data/AI Engineer,Acrisure,,,,,https://builtin.com/job/data-ai-engineer/8825161,8825161,2026-03-27
"Vice President, Cloud Engineer - AI Engineer",MUFG,,,,,https://builtin.com/job/assistant-vice-president-cloud-engineer-ai-engineer/8627831,8627831,2026-03-27
Senior AI Engineer at Gizmo.ai,Jack & Jill AI,,,,,https://builtin.com/job/senior-ai-engineer-gizmo-ai/8854055,8854055,2026-03-27
